ZIP code,Adjusted gross income (AGI),year
14872,11316,2011
14873,41506,2011
14874,4539,2011
14877,7525,2011
14878,11665,2011
14879,38989,2011
14880,27463,2011
14881,5869,2011
14882,118466,2011
14883,82519,2011
14884,6485,2011
14885,11069,2011
14886,182773,2011
14889,25985,2011
14891,87185,2011
14892,157218,2011
14894,27731,2011
14895,175290,2011
14897,15930,2011
14898,21956,2011
14901,202569,2011
14903,210258,2011
14904,252517,2011
14905,280577,2011
99999,12504674,2011
00000,711333332,2012
10001,1915739,2012
10002,1944420,2012
10003,5989687,2012
10004,879963,2012
10005,5488231,2012
10006,407119,2012
10007,1638089,2012
10009,2232308,2012
10010,3640236,2012
10011,7556958,2012
10012,2557004,2012
10013,5732887,2012
10014,4853613,2012
10016,6288674,2012
10017,4560536,2012
10018,3043218,2012
10019,7165250,2012
10021,12433132,2012
10022,8354121,2012
10023,10930729,2012
10024,9359494,2012
10025,6157564,2012
10026,951229,2012
10027,1323272,2012
10028,8615877,2012
10029,1593927,2012
10030,452678,2012
10031,939351,2012
10032,947387,2012
10033,1010940,2012
10034,732203,2012
10035,588796,2012
10036,3511303,2012
10037,426394,2012
10038,1305350,2012
10039,449905,2012
10040,766544,2012
10044,344925,2012
10065,9307781,2012
10069,1274445,2012
10075,5671633,2012
10128,10571413,2012
10162,181441,2012
10280,745992,2012
10282,1046080,2012
10301,1086011,2012
10302,355929,2012
10303,479563,2012
10304,1164482,2012
10305,1069469,2012
10306,1736932,2012
10307,512390,2012
10308,903704,2012
10309,1099251,2012
10310,615063,2012
10312,2120148,2012
10314,2523144,2012
10451,624030,2012
10452,846872,2012
10453,849318,2012
10454,352483,2012
10455,416901,2012
10456,890678,2012
10457,730303,2012
10458,826687,2012
10459,533739,2012
10460,635802,2012
10461,1060449,2012
10462,1430533,2012
10463,1914105,2012
10464,167792,2012
10465,1066337,2012
10466,1093656,2012
10467,1311380,2012
10468,919391,2012
10469,1289628,2012
10470,333794,2012
10471,1336335,2012
10472,728175,2012
10473,971752,2012
10474,118584,2012
10475,959254,2012
10501,91222,2012
10502,404155,2012
10504,2479531,2012
10505,62574,2012
10506,1292888,2012
10507,453757,2012
10509,775308,2012
10510,1314124,2012
10511,76778,2012
10512,1011458,2012
10514,2470955,2012
10516,290416,2012
10518,117378,2012
10520,823151,2012
10522,648269,2012
10523,351975,2012
10524,279266,2012
10526,176351,2012
10527,64803,2012
10528,1302160,2012
10530,858199,2012
10532,229308,2012
10533,921227,2012
10535,20740,2012
10536,1475260,2012
10537,70491,2012
10538,2871757,2012
10541,984351,2012
10543,1704501,2012
10546,143461,2012
10547,269613,2012
10548,124511,2012
10549,1794384,2012
10550,633289,2012
10552,750341,2012
10553,254818,2012
10560,507687,2012
10562,1202175,2012
10566,623389,2012
10567,950927,2012
10570,978960,2012
10573,1615354,2012
10576,750339,2012
10577,1364135,2012
10578,37672,2012
10579,377324,2012
10580,4299031,2012
10583,7387771,2012
10588,102579,2012
10589,528062,2012
10590,511408,2012
10591,1235879,2012
10594,296270,2012
10595,343494,2012
10597,155263,2012
10598,1612436,2012
10601,759164,2012
10603,709519,2012
10604,662768,2012
10605,1618070,2012
10606,578525,2012
10607,328290,2012
10701,1215894,2012
10703,506935,2012
10704,958361,2012
10705,768481,2012
10706,684382,2012
10707,520975,2012
10708,3099345,2012
10709,592300,2012
10710,999690,2012
10801,1086892,2012
10803,1296489,2012
10804,1617067,2012
10805,575345,2012
10901,1198275,2012
10913,333740,2012
10916,191917,2012
10917,84014,2012
10918,411925,2012
10919,40309,2012
10920,352034,2012
10921,153300,2012
10923,280045,2012
10924,502300,2012
10925,162965,2012
10926,130323,2012
10927,244818,2012
10928,116748,2012
10930,364637,2012
10931,25034,2012
10940,1120626,2012
10941,386492,2012
10950,1098528,2012
10952,1027109,2012
10954,934802,2012
10956,1736563,2012
10958,104612,2012
10960,737878,2012
10962,246351,2012
10963,72804,2012
10964,144568,2012
10965,672864,2012
10968,196733,2012
10969,36393,2012
10970,389166,2012
10973,76673,2012
10974,126640,2012
10975,8767,2012
10976,53785,2012
10977,1160354,2012
10980,534229,2012
10983,281582,2012
10984,102278,2012
10985,12268,2012
10986,77120,2012
10987,333846,2012
10989,416274,2012
10990,828038,2012
10992,339692,2012
10993,107785,2012
10994,544746,2012
10996,74898,2012
10998,105656,2012
11001,1097289,2012
11003,1105724,2012
11004,409923,2012
11005,160313,2012
11010,826863,2012
11020,530776,2012
11021,1531705,2012
11023,656453,2012
11024,1123365,2012
11030,2882916,2012
11040,1862243,2012
11050,2677215,2012
11096,135896,2012
11101,837233,2012
11102,833399,2012
11103,896214,2012
11104,738235,2012
11105,964677,2012
11106,969096,2012
11109,374677,2012
11201,4709728,2012
11203,1308996,2012
11204,1518148,2012
11205,951715,2012
11206,1073125,2012
11207,1157804,2012
11208,1136356,2012
11209,2195619,2012
11210,1915500,2012
11211,1596399,2012
11212,1011807,2012
11213,952455,2012
11214,1509319,2012
11215,3718326,2012
11216,992347,2012
11217,1872657,2012
11218,1528871,2012
11219,1211979,2012
11220,1301303,2012
11221,1073500,2012
11222,1164206,2012
11223,1948971,2012
11224,692815,2012
11225,1130514,2012
11226,1639575,2012
11228,1032489,2012
11229,1868583,2012
11230,2149965,2012
11231,1784487,2012
11232,406515,2012
11233,959186,2012
11234,2459861,2012
11235,1886707,2012
11236,1797652,2012
11237,631019,2012
11238,1904485,2012
11239,242797,2012
11354,972370,2012
11355,1255271,2012
11356,487613,2012
11357,1392438,2012
11358,968378,2012
11360,826490,2012
11361,832724,2012
11362,630615,2012
11363,363203,2012
11364,1085120,2012
11365,1063257,2012
11366,411714,2012
11367,975313,2012
11368,1242929,2012
11369,560791,2012
11370,526183,2012
11372,1323742,2012
11373,1496745,2012
11374,1194554,2012
11375,2890852,2012
11377,1622165,2012
11378,818106,2012
11379,1046939,2012
11385,1852046,2012
11411,492644,2012
11412,719188,2012
11413,908762,2012
11414,790649,2012
11415,565141,2012
11416,378427,2012
11417,561065,2012
11418,641650,2012
11419,700771,2012
11420,804645,2012
11421,708154,2012
11422,706057,2012
11423,667208,2012
11426,512445,2012
11427,603115,2012
11428,424627,2012
11429,503613,2012
11430,10005,2012
11432,1149667,2012
11433,500428,2012
11434,1187169,2012
11435,942847,2012
11436,322382,2012
11501,736437,2012
11507,409585,2012
11509,277580,2012
11510,1219150,2012
11514,181808,2012
11516,398238,2012
11518,485818,2012
11520,1092603,2012
11530,2772692,2012
11542,1016279,2012
11545,2044892,2012
11548,79579,2012
11550,1025640,2012
11552,898001,2012
11553,575330,2012
11554,1422051,2012
11557,785481,2012
11558,276564,2012
11559,1649590,2012
11560,1081491,2012
11561,1613975,2012
11563,839002,2012
11565,432173,2012
11566,1952571,2012
11568,1058850,2012
11570,1914602,2012
11572,1315171,2012
11575,318436,2012
11576,1589289,2012
11577,945207,2012
11579,313180,2012
11580,1260758,2012
11581,834279,2012
11590,1521545,2012
11596,594795,2012
11598,1002305,2012
11691,793427,2012
11692,276535,2012
11693,246047,2012
11694,747644,2012
11697,176525,2012
11701,730341,2012
11702,707445,2012
11703,548293,2012
11704,1135298,2012
11705,381344,2012
11706,1730408,2012
11709,330304,2012
11710,1575051,2012
11713,322068,2012
11714,858097,2012
11715,201362,2012
11716,383113,2012
11717,1059200,2012
11718,295857,2012
11719,137521,2012
11720,942343,2012
11721,458658,2012
11722,742360,2012
11724,471652,2012
11725,1363536,2012
11726,475496,2012
11727,843350,2012
11729,834413,2012
11730,642501,2012
11731,1299100,2012
11732,249426,2012
11733,2181860,2012
11735,1254342,2012
11738,518661,2012
11740,441388,2012
11741,1002789,2012
11742,469981,2012
11743,3247673,2012
11746,3040964,2012
11747,2100064,2012
11749,100842,2012
11751,580761,2012
11752,319681,2012
11753,1322310,2012
11754,770878,2012
11755,488847,2012
11756,1542128,2012
11757,1325760,2012
11758,2469969,2012
11762,1016469,2012
11763,843474,2012
11764,640237,2012
11765,300094,2012
11766,669434,2012
11767,611149,2012
11768,1497501,2012
11769,401667,2012
11771,1400538,2012
11772,1250939,2012
11776,758273,2012
11777,666646,2012
11778,410380,2012
11779,1191588,2012
11780,1601938,2012
11782,696821,2012
11783,954471,2012
11784,680797,2012
11786,293462,2012
11787,1865799,2012
11788,794389,2012
11789,234033,2012
11790,731709,2012
11791,2445891,2012
11792,382737,2012
11793,1454776,2012
11795,1129460,2012
11796,137409,2012
11797,1083321,2012
11798,316532,2012
11801,1326837,2012
11803,1716830,2012
11804,272950,2012
11901,597356,2012
11933,245481,2012
11934,295514,2012
11935,181913,2012
11937,1119515,2012
11939,52891,2012
11940,228007,2012
11941,110350,2012
11942,206327,2012
11944,144286,2012
11946,441363,2012
11948,53360,2012
11949,523895,2012
11950,346545,2012
11951,284238,2012
11952,228736,2012
11953,380531,2012
11954,198623,2012
11955,104473,2012
11957,54408,2012
11958,37207,2012
11961,383005,2012
11963,458271,2012
11967,653330,2012
11968,621906,2012
11971,268551,2012
11976,356965,2012
11977,121337,2012
11978,198214,2012
11980,147257,2012
12007,5511,2012
12008,17202,2012
12009,268876,2012
12010,575980,2012
12015,102429,2012
12017,13361,2012
12018,259933,2012
12019,593512,2012
12020,977099,2012
12022,18661,2012
12023,52967,2012
12025,142467,2012
12027,160367,2012
12028,29168,2012
12029,34605,2012
12031,4310,2012
12032,25849,2012
12033,264945,2012
12035,17240,2012
12036,4657,2012
12037,95823,2012
12041,14326,2012
12042,11952,2012
12043,149557,2012
12046,20507,2012
12047,492603,2012
12051,92867,2012
12052,40379,2012
12053,133670,2012
12054,810984,2012
12056,77709,2012
12057,32756,2012
12058,31674,2012
12059,51184,2012
12060,53701,2012
12061,372802,2012
12062,43622,2012
12063,20802,2012
12064,7518,2012
12065,1667152,2012
12066,53736,2012
12067,52202,2012
12068,62286,2012
12070,37594,2012
12071,5413,2012
12072,58107,2012
12074,88689,2012
12075,99175,2012
12076,25550,2012
12077,266553,2012
12078,397407,2012
12083,97605,2012
12084,187664,2012
12085,10303,2012
12086,51419,2012
12087,31802,2012
12090,126364,2012
12092,24825,2012
12093,31021,2012
12094,56568,2012
12095,247101,2012
12106,93782,2012
12108,12179,2012
12110,672839,2012
12116,35013,2012
12117,73854,2012
12118,441737,2012
12120,14111,2012
12121,59562,2012
12122,85478,2012
12123,147729,2012
12125,40330,2012
12130,26152,2012
12131,4704,2012
12134,81583,2012
12136,46889,2012
12137,49231,2012
12138,69016,2012
12139,6465,2012
12140,55939,2012
12143,123679,2012
12144,564806,2012
12147,19352,2012
12148,219053,2012
12149,41528,2012
12150,22675,2012
12151,25442,2012
12153,28514,2012
12154,82382,2012
12155,29700,2012
12156,25974,2012
12157,92896,2012
12158,198918,2012
12159,518936,2012
12160,21506,2012
12164,14089,2012
12165,24123,2012
12166,27224,2012
12167,49875,2012
12168,44538,2012
12169,7667,2012
12170,140357,2012
12173,39297,2012
12175,15820,2012
12176,5398,2012
12180,1071265,2012
12182,304145,2012
12183,56141,2012
12184,226469,2012
12185,53328,2012
12186,282194,2012
12187,17315,2012
12188,332144,2012
12189,414200,2012
12190,17807,2012
12192,36299,2012
12193,62587,2012
12194,4971,2012
12196,108337,2012
12197,40057,2012
12198,267369,2012
12202,113827,2012
12203,987138,2012
12204,268800,2012
12205,755465,2012
12206,218689,2012
12207,19917,2012
12208,535538,2012
12209,216190,2012
12210,171021,2012
12211,763102,2012
12302,871036,2012
12303,851668,2012
12304,406276,2012
12305,63666,2012
12306,690167,2012
12307,58095,2012
12308,242614,2012
12309,1366843,2012
12401,759061,2012
12404,97956,2012
12405,13403,2012
12406,10948,2012
12407,4656,2012
12409,34811,2012
12410,8684,2012
12411,11784,2012
12412,16971,2012
12413,59024,2012
12414,226395,2012
12416,4050,2012
12418,15335,2012
12419,22198,2012
12421,10184,2012
12422,6795,2012
12423,20963,2012
12424,5616,2012
12427,10080,2012
12428,108318,2012
12430,21121,2012
12431,35574,2012
12433,13649,2012
12434,11303,2012
12435,8491,2012
12439,8780,2012
12440,57078,2012
12442,25561,2012
12443,142929,2012
12444,7249,2012
12446,110916,2012
12448,5558,2012
12449,79567,2012
12451,37006,2012
12454,5235,2012
12455,32717,2012
12456,16700,2012
12457,16043,2012
12458,47538,2012
12460,5996,2012
12461,41377,2012
12463,37431,2012
12464,22068,2012
12465,3604,2012
12466,87119,2012
12468,18638,2012
12469,13859,2012
12470,9000,2012
12472,39534,2012
12473,19777,2012
12474,25790,2012
12477,447528,2012
12480,11762,2012
12481,37222,2012
12482,12897,2012
12484,97832,2012
12485,22434,2012
12486,42948,2012
12487,78454,2012
12491,57972,2012
12492,6645,2012
12494,20980,2012
12495,10479,2012
12496,34257,2012
12498,188074,2012
12501,63102,2012
12502,31491,2012
12503,25313,2012
12508,464290,2012
12513,48455,2012
12514,108655,2012
12515,38772,2012
12516,40028,2012
12517,10614,2012
12518,227613,2012
12520,145069,2012
12521,48487,2012
12522,115989,2012
12523,44960,2012
12524,556122,2012
12525,125739,2012
12526,114519,2012
12528,390704,2012
12529,64463,2012
12531,143593,2012
12533,1078239,2012
12534,362154,2012
12538,380769,2012
12540,363503,2012
12542,189736,2012
12543,67850,2012
12545,277968,2012
12546,92438,2012
12547,90730,2012
12548,43113,2012
12549,343298,2012
12550,1252581,2012
12553,746940,2012
12561,478665,2012
12563,248144,2012
12564,341509,2012
12565,30915,2012
12566,288898,2012
12567,134180,2012
12569,352424,2012
12570,289350,2012
12571,303380,2012
12572,476047,2012
12575,83669,2012
12577,74390,2012
12578,98652,2012
12580,140327,2012
12581,74200,2012
12582,176047,2012
12583,64081,2012
12585,33185,2012
12586,343205,2012
12589,390178,2012
12590,1151139,2012
12592,31440,2012
12594,105289,2012
12601,795705,2012
12603,1416312,2012
12701,175371,2012
12719,23201,2012
12720,14644,2012
12721,165819,2012
12723,37745,2012
12725,8610,2012
12726,27310,2012
12729,36619,2012
12732,24936,2012
12733,8190,2012
12734,22849,2012
12737,43591,2012
12738,5591,2012
12740,54846,2012
12741,7095,2012
12742,7483,2012
12743,7547,2012
12745,5094,2012
12746,24976,2012
12747,34863,2012
12748,46977,2012
12750,4006,2012
12751,14655,2012
12752,7507,2012
12754,125679,2012
12758,81211,2012
12759,20547,2012
12760,8814,2012
12762,13146,2012
12763,16904,2012
12764,33731,2012
12765,24758,2012
12766,6331,2012
12768,22131,2012
12770,5751,2012
12771,291021,2012
12775,87448,2012
12776,46502,2012
12777,23084,2012
12779,37854,2012
12780,55363,2012
12783,25621,2012
12786,18197,2012
12787,11850,2012
12788,45786,2012
12789,32465,2012
12790,112563,2012
12791,19964,2012
12792,9468,2012
12801,315198,2012
12803,180816,2012
12804,834301,2012
12808,9348,2012
12809,77660,2012
12810,12876,2012
12814,51305,2012
12815,27278,2012
12816,99688,2012
12817,55273,2012
12819,5498,2012
12821,6485,2012
12822,120323,2012
12823,7293,2012
12824,27734,2012
12827,85735,2012
12828,207733,2012
12831,534798,2012
12832,116075,2012
12833,145671,2012
12834,174113,2012
12835,56631,2012
12836,15984,2012
12837,14540,2012
12838,14402,2012
12839,248770,2012
12842,25450,2012
12843,11863,2012
12844,17144,2012
12845,201027,2012
12846,69967,2012
12847,18064,2012
12849,15140,2012
12850,84171,2012
12851,5698,2012
12852,11179,2012
12853,24986,2012
12855,5094,2012
12857,10946,2012
12859,52966,2012
12860,13458,2012
12861,15631,2012
12863,19540,2012
12865,79867,2012
12866,3488333,2012
12870,34033,2012
12871,101186,2012
12873,19236,2012
12878,10839,2012
12883,95943,2012
12885,87440,2012
12886,4927,2012
12887,88038,2012
12901,690830,2012
12903,43897,2012
12910,31704,2012
12912,40562,2012
12913,23189,2012
12914,13257,2012
12916,35353,2012
12917,25359,2012
12918,59801,2012
12919,70057,2012
12920,48017,2012
12921,67072,2012
12923,9802,2012
12926,33570,2012
12928,40089,2012
12930,10315,2012
12932,29151,2012
12934,15893,2012
12935,30388,2012
12936,16599,2012
12937,23788,2012
12941,31451,2012
12942,21145,2012
12943,11318,2012
12944,80401,2012
12945,15354,2012
12946,173766,2012
12950,14052,2012
12952,11373,2012
12953,227341,2012
12955,7306,2012
12956,19450,2012
12957,25863,2012
12958,37365,2012
12959,26172,2012
12960,22227,2012
12961,5260,2012
12962,146964,2012
12965,8950,2012
12966,48146,2012
12967,18501,2012
12969,7253,2012
12970,7314,2012
12972,166846,2012
12974,25716,2012
12978,8034,2012
12979,57582,2012
12980,22530,2012
12981,54872,2012
12983,184345,2012
12985,20161,2012
12986,125004,2012
12987,5700,2012
12989,22389,2012
12992,104698,2012
12993,37936,2012
12996,45401,2012
12997,27290,2012
12998,7572,2012
13021,945621,2012
13026,34974,2012
13027,1067839,2012
13028,26991,2012
13029,219482,2012
13030,101103,2012
13031,517137,2012
13032,276867,2012
13033,81016,2012
13034,43487,2012
13035,364503,2012
13036,198689,2012
13037,230514,2012
13039,574295,2012
13040,47453,2012
13041,314359,2012
13042,44450,2012
13044,59616,2012
13045,544198,2012
13052,40061,2012
13053,118717,2012
13054,30425,2012
13057,395186,2012
13060,72926,2012
13061,26315,2012
13063,55037,2012
13066,723145,2012
13068,127264,2012
13069,465428,2012
13071,21636,2012
13072,13389,2012
13073,150035,2012
13074,78939,2012
13076,52050,2012
13077,166147,2012
13078,473020,2012
13080,86755,2012
13081,27912,2012
13082,110986,2012
13083,35606,2012
13084,135073,2012
13088,588974,2012
13090,881882,2012
13092,53836,2012
13101,50292,2012
13103,4609,2012
13104,891901,2012
13108,205265,2012
13110,67187,2012
13111,26900,2012
13112,48963,2012
13114,142345,2012
13116,91386,2012
13118,114523,2012
13120,47697,2012
13122,26375,2012
13126,731605,2012
13131,76426,2012
13132,93941,2012
13135,153149,2012
13136,7603,2012
13140,79480,2012
13141,13642,2012
13142,134045,2012
13143,49367,2012
13144,21539,2012
13145,38404,2012
13146,38494,2012
13147,25562,2012
13148,244321,2012
13152,468214,2012
13155,11306,2012
13156,37313,2012
13158,26911,2012
13159,164067,2012
13160,53256,2012
13164,73130,2012
13165,210297,2012
13166,126149,2012
13167,79504,2012
13202,70745,2012
13203,230092,2012
13204,236352,2012
13205,227240,2012
13206,301771,2012
13207,241435,2012
13208,265896,2012
13209,297482,2012
13210,242922,2012
13211,112312,2012
13212,485510,2012
13214,241724,2012
13215,546051,2012
13219,431185,2012
13224,264254,2012
13302,24476,2012
13303,30536,2012
13304,58022,2012
13308,63856,2012
13309,116934,2012
13310,12303,2012
13314,8638,2012
13315,24866,2012
13316,122996,2012
13317,71935,2012
13318,26056,2012
13319,17454,2012
13320,40510,2012
13322,27189,2012
13323,336317,2012
13324,36889,2012
13325,16762,2012
13326,195480,2012
13327,40537,2012
13328,27323,2012
13329,61633,2012
13331,7519,2012
13332,43911,2012
13334,23194,2012
13335,30878,2012
13337,27188,2012
13338,27040,2012
13339,99269,2012
13340,167772,2012
13343,34926,2012
13346,133016,2012
13348,28119,2012
13350,163564,2012
13354,85459,2012
13355,16214,2012
13357,199491,2012
13360,10389,2012
13361,9988,2012
13363,52401,2012
13365,164356,2012
13367,174161,2012
13368,20897,2012
13402,27266,2012
13403,142095,2012
13406,13347,2012
13407,100556,2012
13408,52044,2012
13409,45826,2012
13411,53003,2012
13413,618572,2012
13416,45459,2012
13417,72968,2012
13420,44495,2012
13421,298305,2012
13424,56045,2012
13425,37910,2012
13428,26095,2012
13431,43275,2012
13433,23358,2012
13437,8005,2012
13438,81662,2012
13439,74966,2012
13440,845086,2012
13450,5237,2012
13452,74444,2012
13454,13756,2012
13456,108460,2012
13459,41365,2012
13460,86754,2012
13461,89389,2012
13464,17082,2012
13468,11199,2012
13469,21245,2012
13470,9904,2012
13471,53479,2012
13473,15352,2012
13476,72666,2012
13477,26297,2012
13478,68165,2012
13480,73428,2012
13483,4649,2012
13485,16838,2012
13486,20176,2012
13488,4234,2012
13489,12697,2012
13490,32499,2012
13491,76753,2012
13492,340210,2012
13493,33072,2012
13494,6296,2012
13495,41826,2012
13501,542573,2012
13502,545406,2012
13601,772016,2012
13603,129603,2012
13605,96852,2012
13606,65184,2012
13607,53943,2012
13608,27491,2012
13612,62180,2012
13613,44846,2012
13614,3991,2012
13616,29208,2012
13617,204144,2012
13618,43739,2012
13619,192865,2012
13620,35652,2012
13621,10595,2012
13622,53981,2012
13624,136957,2012
13625,45897,2012
13626,41509,2012
13630,21756,2012
13634,96641,2012
13635,16337,2012
13636,5840,2012
13637,80990,2012
13638,6957,2012
13640,17601,2012
13642,151462,2012
13646,37056,2012
13648,42248,2012
13650,30013,2012
13652,26939,2012
13654,35771,2012
13655,46243,2012
13656,47137,2012
13658,46969,2012
13659,10423,2012
13660,35439,2012
13661,31815,2012
13662,336394,2012
13664,13767,2012
13665,15731,2012
13667,54976,2012
13668,67638,2012
13669,315976,2012
13670,4874,2012
13672,14793,2012
13673,42022,2012
13676,249206,2012
13679,39168,2012
13680,18007,2012
13681,14432,2012
13682,21848,2012
13684,19652,2012
13685,71743,2012
13687,11407,2012
13690,14720,2012
13691,60221,2012
13693,11906,2012
13694,39958,2012
13696,4654,2012
13697,37440,2012
13730,52985,2012
13731,26060,2012
13732,232990,2012
13733,98080,2012
13734,42174,2012
13736,48016,2012
13739,18602,2012
13740,10878,2012
13743,80234,2012
13744,24515,2012
13746,59954,2012
13748,84297,2012
13750,17787,2012
13751,4896,2012
13752,14775,2012
13753,96471,2012
13754,54287,2012
13755,23368,2012
13756,9046,2012
13757,19701,2012
13760,1108580,2012
13775,35604,2012
13776,15534,2012
13777,16836,2012
13778,129766,2012
13780,21412,2012
13782,13509,2012
13783,42960,2012
13786,6967,2012
13787,59777,2012
13788,19103,2012
13790,349589,2012
13795,81819,2012
13796,26362,2012
13797,38890,2012
13801,19000,2012
13802,18811,2012
13803,78254,2012
13804,9218,2012
13806,3997,2012
13807,28649,2012
13808,34271,2012
13809,30572,2012
13810,21241,2012
13811,92879,2012
13812,46249,2012
13813,17042,2012
13815,277817,2012
13820,389933,2012
13825,68567,2012
13827,300726,2012
13830,92678,2012
13832,10157,2012
13833,85882,2012
13835,26337,2012
13838,84991,2012
13839,24681,2012
13841,8590,2012
13842,9376,2012
13843,32844,2012
13844,12199,2012
13846,6663,2012
13849,91539,2012
13850,723222,2012
13856,114124,2012
13861,16597,2012
13862,83830,2012
13863,7508,2012
13864,20080,2012
13865,125383,2012
13901,416695,2012
13903,443016,2012
13904,185837,2012
13905,495774,2012
14001,248151,2012
14004,285886,2012
14005,42301,2012
14006,228094,2012
14008,32674,2012
14009,117410,2012
14011,140833,2012
14012,50043,2012
14013,30369,2012
14020,449992,2012
14024,31117,2012
14025,93227,2012
14026,18645,2012
14028,42300,2012
14030,32500,2012
14031,644065,2012
14032,408959,2012
14033,77429,2012
14034,38559,2012
14036,113253,2012
14037,35944,2012
14040,54424,2012
14041,3881,2012
14042,66786,2012
14043,596961,2012
14047,171921,2012
14048,247897,2012
14051,1089472,2012
14052,714187,2012
14054,31357,2012
14055,36047,2012
14057,237638,2012
14058,52919,2012
14059,348688,2012
14060,7185,2012
14062,73153,2012
14063,272878,2012
14065,31374,2012
14066,20123,2012
14067,112622,2012
14068,286813,2012
14069,26560,2012
14070,100876,2012
14072,769751,2012
14075,1345338,2012
14080,127413,2012
14081,57035,2012
14082,12064,2012
14085,256254,2012
14086,1071566,2012
14091,25077,2012
14092,442395,2012
14094,1225650,2012
14098,60975,2012
14101,32227,2012
14102,38896,2012
14103,210208,2012
14105,97142,2012
14108,131444,2012
14111,76184,2012
14113,18669,2012
14120,1163049,2012
14125,76946,2012
14127,1455910,2012
14129,26648,2012
14131,132539,2012
14132,140925,2012
14134,6750,2012
14136,103930,2012
14138,34177,2012
14139,72629,2012
14141,192410,2012
14143,32650,2012
14145,36739,2012
14150,990136,2012
14167,38199,2012
14170,82955,2012
14171,44345,2012
14172,85103,2012
14174,203809,2012
14201,156255,2012
14202,242503,2012
14203,48668,2012
14204,86076,2012
14206,306444,2012
14207,242757,2012
14208,97660,2012
14209,235011,2012
14210,194966,2012
14211,204050,2012
14212,112841,2012
14213,238930,2012
14214,371789,2012
14215,492980,2012
14216,603600,2012
14217,556194,2012
14218,307360,2012
14219,252317,2012
14220,476545,2012
14221,2397990,2012
14222,478119,2012
14223,616078,2012
14224,1108899,2012
14225,703876,2012
14226,1084197,2012
14227,536036,2012
14228,579387,2012
14301,137492,2012
14303,66644,2012
14304,648832,2012
14305,266892,2012
14411,230406,2012
14414,182354,2012
14416,92174,2012
14418,25365,2012
14420,389119,2012
14422,56147,2012
14423,116909,2012
14424,796517,2012
14425,295623,2012
14427,41695,2012
14428,252308,2012
14432,124041,2012
14433,82296,2012
14435,81312,2012
14437,195189,2012
14441,7415,2012
14445,165888,2012
14450,1735281,2012
14454,181829,2012
14456,407142,2012
14462,14810,2012
14464,159603,2012
14466,42628,2012
14467,254587,2012
14468,542792,2012
14469,156728,2012
14470,163610,2012
14471,71984,2012
14472,434526,2012
14475,11268,2012
14476,50237,2012
14477,36112,2012
14478,26830,2012
14480,21390,2012
14481,42101,2012
14482,197814,2012
14485,104402,2012
14486,7605,2012
14487,163227,2012
14489,132925,2012
14502,300700,2012
14504,32645,2012
14505,124754,2012
14506,72531,2012
14507,28579,2012
14510,87894,2012
14512,119910,2012
14513,269148,2012
14514,161291,2012
14516,51322,2012
14517,56656,2012
14519,337973,2012
14521,56383,2012
14522,207313,2012
14525,63739,2012
14526,845523,2012
14527,264348,2012
14530,113998,2012
14532,104067,2012
14533,35142,2012
14534,2285749,2012
14536,11667,2012
14541,55156,2012
14543,124435,2012
14544,46713,2012
14546,143351,2012
14548,86189,2012
14550,34819,2012
14551,104305,2012
14555,29556,2012
14559,565557,2012
14560,47909,2012
14561,62901,2012
14564,736399,2012
14568,170982,2012
14569,132774,2012
14571,28815,2012
14572,94845,2012
14580,1888962,2012
14585,5755,2012
14586,287983,2012
14589,185764,2012
14590,97127,2012
14591,37236,2012
14604,48491,2012
14605,82398,2012
14606,463190,2012
14607,351668,2012
14608,121712,2012
14609,719589,2012
14610,782667,2012
14611,151056,2012
14612,942226,2012
14613,147256,2012
14614,15232,2012
14615,273364,2012
14616,605504,2012
14617,695833,2012
14618,1144760,2012
14619,209784,2012
14620,470289,2012
14621,286771,2012
14622,322512,2012
14623,395757,2012
14624,1004328,2012
14625,425290,2012
14626,841370,2012
14701,650308,2012
14706,155523,2012
14709,27006,2012
14710,81264,2012
14711,28063,2012
14712,104882,2012
14714,6464,2012
14715,44985,2012
14716,35466,2012
14717,11451,2012
14718,42500,2012
14719,58121,2012
14721,3626,2012
14723,22119,2012
14724,39748,2012
14726,14220,2012
14727,115521,2012
14728,25094,2012
14729,17987,2012
14731,51830,2012
14733,68991,2012
14735,41167,2012
14736,12096,2012
14737,68166,2012
14738,73153,2012
14739,38892,2012
14740,21363,2012
14741,36349,2012
14743,34770,2012
14744,19406,2012
14747,38439,2012
14748,10594,2012
14750,145066,2012
14753,20010,2012
14754,10768,2012
14755,48915,2012
14757,67312,2012
14760,380074,2012
14767,27689,2012
14769,15469,2012
14770,60275,2012
14772,69636,2012
14775,41691,2012
14777,11325,2012
14779,107209,2012
14781,34878,2012
14782,40561,2012
14784,15897,2012
14787,99578,2012
14801,92745,2012
14802,20753,2012
14803,26086,2012
14804,31421,2012
14805,24293,2012
14806,42889,2012
14807,62361,2012
14808,8824,2012
14809,43620,2012
14810,212971,2012
14812,67895,2012
14813,43159,2012
14814,71408,2012
14815,19357,2012
14816,14743,2012
14817,57531,2012
14818,47286,2012
14819,9781,2012
14820,11324,2012
14821,72762,2012
14822,20231,2012
14823,68577,2012
14824,13872,2012
14825,18184,2012
14826,38423,2012
14830,613415,2012
14836,21413,2012
14837,92219,2012
14838,40045,2012
14839,12430,2012
14840,93813,2012
14841,22459,2012
14842,17901,2012
14843,227601,2012
