ZIP code,Adjusted gross income (AGI),year
14845,609957,2012
14846,11532,2012
14847,51629,2012
14850,1568081,2012
14853,5523,2012
14855,13239,2012
14858,35059,2012
14859,20985,2012
14860,23717,2012
14861,28090,2012
14864,22850,2012
14865,52689,2012
14867,121564,2012
14869,27166,2012
14870,319118,2012
14871,134301,2012
14872,10967,2012
14873,42345,2012
14874,4980,2012
14877,8002,2012
14878,13050,2012
14879,39281,2012
14880,29241,2012
14881,6222,2012
14882,126892,2012
14883,82687,2012
14884,6864,2012
14885,10841,2012
14886,193772,2012
14889,26749,2012
14891,94609,2012
14892,161735,2012
14894,27317,2012
14895,181783,2012
14897,16375,2012
14898,23042,2012
14901,193855,2012
14903,212137,2012
14904,255507,2012
14905,279642,2012
99999,13437663,2012
00000,713599216,2013
10001,2094642,2013
10002,2002349,2013
10003,6135126,2013
10004,892142,2013
10005,5343796,2013
10006,421654,2013
10007,1712816,2013
10009,2299944,2013
10010,3424038,2013
10011,7422443,2013
10012,2682639,2013
10013,4872698,2013
10014,4861288,2013
10016,8730077,2013
10017,4079743,2013
10018,2550416,2013
10019,6040781,2013
10021,11744436,2013
10022,10036729,2013
10023,10708893,2013
10024,9152767,2013
10025,6051861,2013
10026,993545,2013
10027,1396419,2013
10028,8970406,2013
10029,1714185,2013
10030,472006,2013
10031,1001265,2013
10032,1001227,2013
10033,1067109,2013
10034,764345,2013
10035,603151,2013
10036,3690222,2013
10037,445291,2013
10038,1426096,2013
10039,468538,2013
10040,808747,2013
10044,346386,2013
10065,6983851,2013
10069,1258210,2013
10075,5843617,2013
10128,10821609,2013
10162,177246,2013
10280,782322,2013
10282,968177,2013
10301,1090169,2013
10302,362243,2013
10303,492630,2013
10304,1203206,2013
10305,1092453,2013
10306,1745314,2013
10307,527395,2013
10308,935036,2013
10309,1132904,2013
10310,626031,2013
10312,2146508,2013
10314,2592527,2013
10451,647933,2013
10452,867413,2013
10453,876875,2013
10454,364122,2013
10455,430940,2013
10456,916804,2013
10457,757012,2013
10458,857682,2013
10459,537557,2013
10460,630094,2013
10461,1096894,2013
10462,1482923,2013
10463,1978706,2013
10464,163217,2013
10465,1082818,2013
10466,1122503,2013
10467,1357285,2013
10468,944103,2013
10469,1303391,2013
10470,345546,2013
10471,1155866,2013
10472,750631,2013
10473,983107,2013
10474,121027,2013
10475,986202,2013
10501,96181,2013
10502,418635,2013
10504,2241447,2013
10505,62777,2013
10506,1019576,2013
10507,445501,2013
10509,793397,2013
10510,1259611,2013
10511,77202,2013
10512,999819,2013
10514,2349510,2013
10516,275100,2013
10518,105187,2013
10520,793818,2013
10522,667713,2013
10523,325094,2013
10524,334048,2013
10526,145526,2013
10527,59999,2013
10528,1319375,2013
10530,906344,2013
10532,237939,2013
10533,830848,2013
10535,22652,2013
10536,1353543,2013
10537,71797,2013
10538,2881857,2013
10541,1024407,2013
10543,1394547,2013
10546,149954,2013
10547,267923,2013
10548,122605,2013
10549,1649491,2013
10550,645261,2013
10552,771774,2013
10553,265757,2013
10560,411706,2013
10562,1225514,2013
10566,644359,2013
10567,948274,2013
10570,961801,2013
10573,1664796,2013
10576,701130,2013
10577,1019759,2013
10578,38646,2013
10579,392537,2013
10580,3899799,2013
10583,7431065,2013
10588,103327,2013
10589,549880,2013
10590,517180,2013
10591,1343081,2013
10594,295803,2013
10595,368211,2013
10597,170827,2013
10598,1589499,2013
10601,763043,2013
10603,737193,2013
10604,671855,2013
10605,1364557,2013
10606,599455,2013
10607,331934,2013
10701,1241251,2013
10703,526334,2013
10704,981989,2013
10705,784554,2013
10706,710047,2013
10707,537853,2013
10708,3101064,2013
10709,588612,2013
10710,1013924,2013
10801,1150008,2013
10803,1219758,2013
10804,1500010,2013
10805,587279,2013
10901,1174810,2013
10913,309653,2013
10916,198834,2013
10917,86271,2013
10918,411936,2013
10919,39538,2013
10920,362354,2013
10921,152046,2013
10923,289198,2013
10924,537044,2013
10925,166231,2013
10926,126226,2013
10927,229613,2013
10928,115592,2013
10930,375681,2013
10931,26416,2013
10940,1165333,2013
10941,393559,2013
10950,1147756,2013
10952,1042696,2013
10954,943880,2013
10956,1775709,2013
10958,105302,2013
10960,722434,2013
10962,247099,2013
10963,72923,2013
10964,141441,2013
10965,711628,2013
10968,148956,2013
10969,37634,2013
10970,385477,2013
10973,77572,2013
10974,124842,2013
10975,8422,2013
10976,55212,2013
10977,1258091,2013
10980,548700,2013
10983,278674,2013
10984,104364,2013
10985,11843,2013
10986,79493,2013
10987,299619,2013
10989,425009,2013
10990,951957,2013
10992,343172,2013
10993,110282,2013
10994,415159,2013
10996,78693,2013
10998,108274,2013
11001,1119857,2013
11003,1132574,2013
11004,420532,2013
11005,175556,2013
11010,865102,2013
11020,544253,2013
11021,1487934,2013
11023,673720,2013
11024,1041337,2013
11030,2713441,2013
11040,1932665,2013
11050,2546778,2013
11096,140717,2013
11101,972808,2013
11102,890292,2013
11103,954858,2013
11104,765714,2013
11105,1011364,2013
11106,1037235,2013
11109,462014,2013
11201,5112729,2013
11203,1346763,2013
11204,1606891,2013
11205,1005664,2013
11206,1146373,2013
11207,1206549,2013
11208,1179525,2013
11209,2276910,2013
11210,1888103,2013
11211,1791794,2013
11212,1043007,2013
11213,964964,2013
11214,1563213,2013
11215,3882566,2013
11216,1096986,2013
11217,1941268,2013
11218,1624318,2013
11219,1364843,2013
11220,1360015,2013
11221,1166455,2013
11222,1261777,2013
11223,1971512,2013
11224,717045,2013
11225,1228231,2013
11226,1722653,2013
11228,1081095,2013
11229,1922566,2013
11230,2177511,2013
11231,1875833,2013
11232,435664,2013
11233,1017712,2013
11234,2423833,2013
11235,1925904,2013
11236,1837123,2013
11237,685009,2013
11238,2064377,2013
11239,248163,2013
11354,1008807,2013
11355,1287291,2013
11356,509161,2013
11357,1469576,2013
11358,1006877,2013
11360,836069,2013
11361,847874,2013
11362,638785,2013
11363,370854,2013
11364,1116336,2013
11365,1094640,2013
11366,419895,2013
11367,995934,2013
11368,1252689,2013
11369,586927,2013
11370,535522,2013
11372,1379743,2013
11373,1540367,2013
11374,1234938,2013
11375,2958154,2013
11377,1672212,2013
11378,850047,2013
11379,1072037,2013
11385,1929001,2013
11411,506100,2013
11412,741383,2013
11413,934909,2013
11414,810182,2013
11415,558050,2013
11416,380321,2013
11417,574890,2013
11418,662242,2013
11419,730117,2013
11420,832745,2013
11421,740488,2013
11422,725787,2013
11423,650266,2013
11426,523875,2013
11427,621771,2013
11428,425926,2013
11429,516711,2013
11430,8461,2013
11432,1190643,2013
11433,517161,2013
11434,1224601,2013
11435,981022,2013
11436,334411,2013
11501,753542,2013
11507,429508,2013
11509,233149,2013
11510,1218821,2013
11514,186528,2013
11516,406189,2013
11518,554179,2013
11520,1112450,2013
11530,3166144,2013
11542,989943,2013
11545,1800237,2013
11548,73029,2013
11550,1067478,2013
11552,904620,2013
11553,569501,2013
11554,1452791,2013
11557,705826,2013
11558,276854,2013
11559,1184601,2013
11560,1003623,2013
11561,1652240,2013
11563,904856,2013
11565,443493,2013
11566,1995196,2013
11568,904579,2013
11570,1892114,2013
11572,1342180,2013
11575,328132,2013
11576,1572886,2013
11577,1005118,2013
11579,341034,2013
11580,1307837,2013
11581,861272,2013
11590,1567949,2013
11596,574519,2013
11598,967432,2013
11691,811125,2013
11692,284299,2013
11693,250944,2013
11694,748839,2013
11697,168179,2013
11701,759400,2013
11702,721375,2013
11703,560982,2013
11704,1163187,2013
11705,384585,2013
11706,1661901,2013
11709,323461,2013
11710,1601988,2013
11713,328344,2013
11714,861567,2013
11715,205075,2013
11716,386752,2013
11717,1084585,2013
11718,234947,2013
11719,137129,2013
11720,972178,2013
11721,451128,2013
11722,757855,2013
11724,481045,2013
11725,1414634,2013
11726,480907,2013
11727,866083,2013
11729,852833,2013
11730,644587,2013
11731,1328820,2013
11732,246194,2013
11733,1847757,2013
11735,1300765,2013
11738,525650,2013
11740,447731,2013
11741,1028609,2013
11742,491669,2013
11743,3227837,2013
11746,3077723,2013
11747,2259270,2013
11749,110188,2013
11751,598056,2013
11752,330538,2013
11753,1333492,2013
11754,789736,2013
11755,501177,2013
11756,1540228,2013
11757,1349487,2013
11758,2500277,2013
11762,1046771,2013
11763,864405,2013
11764,626627,2013
11765,164383,2013
11766,663114,2013
11767,648466,2013
11768,1449565,2013
11769,411327,2013
11771,1193790,2013
11772,1261967,2013
11776,780579,2013
11777,644790,2013
11778,420849,2013
11779,1209888,2013
11780,1354738,2013
11782,719107,2013
11783,954261,2013
11784,694612,2013
11786,299758,2013
11787,1751479,2013
11788,788395,2013
11789,240539,2013
11790,719391,2013
11791,2194523,2013
11792,387695,2013
11793,1496051,2013
11795,1130836,2013
11796,142584,2013
11797,1026690,2013
11798,326135,2013
11801,1347370,2013
11803,1630582,2013
11804,280211,2013
11901,628869,2013
11933,233953,2013
11934,302216,2013
11935,175393,2013
11937,948592,2013
11939,47338,2013
11940,249769,2013
11941,103424,2013
11942,212036,2013
11944,141388,2013
11946,453175,2013
11948,51340,2013
11949,548277,2013
11950,358437,2013
11951,285220,2013
11952,236034,2013
11953,382264,2013
11954,203671,2013
11955,108814,2013
11957,56364,2013
11958,38439,2013
11961,404518,2013
11963,477523,2013
11967,666082,2013
11968,597606,2013
11971,276024,2013
11976,278790,2013
11977,124283,2013
11978,219350,2013
11980,167003,2013
12007,5509,2013
12008,17202,2013
12009,282092,2013
12010,600793,2013
12015,104970,2013
12017,13143,2013
12018,265396,2013
12019,622569,2013
12020,1006616,2013
12022,19138,2013
12023,56000,2013
12025,145450,2013
12027,165430,2013
12028,29666,2013
12029,37917,2013
12031,4096,2013
12032,26005,2013
12033,268607,2013
12035,18070,2013
12037,94941,2013
12041,15205,2013
12042,11322,2013
12043,157310,2013
12046,20550,2013
12047,521406,2013
12051,95477,2013
12052,40737,2013
12053,138655,2013
12054,806161,2013
12056,83365,2013
12057,33060,2013
12058,32553,2013
12059,49290,2013
12060,47330,2013
12061,379770,2013
12062,45885,2013
12063,19971,2013
12064,7814,2013
12065,1711930,2013
12066,54534,2013
12067,50324,2013
12068,64130,2013
12070,39666,2013
12071,5398,2013
12072,58641,2013
12074,89125,2013
12075,98638,2013
12076,26352,2013
12077,275415,2013
12078,404881,2013
12083,99638,2013
12084,172445,2013
12085,9338,2013
12086,51131,2013
12087,32563,2013
12090,127997,2013
12092,25773,2013
12093,31632,2013
12094,58072,2013
12095,251635,2013
12106,91999,2013
12108,12444,2013
12110,698459,2013
12116,35646,2013
12117,72132,2013
12118,469688,2013
12120,14577,2013
12121,59819,2013
12122,85157,2013
12123,152577,2013
12125,40269,2013
12130,26897,2013
12131,4559,2013
12134,84268,2013
12136,43416,2013
12137,50242,2013
12138,70074,2013
12139,6880,2013
12140,57983,2013
12143,127744,2013
12144,574755,2013
12147,18979,2013
12148,244082,2013
12149,44084,2013
12150,24691,2013
12151,28230,2013
12153,28187,2013
12154,87011,2013
12155,31490,2013
12156,26462,2013
12157,95008,2013
12158,205371,2013
12159,534191,2013
12160,21198,2013
12164,13070,2013
12165,21830,2013
12166,28271,2013
12167,50039,2013
12168,47814,2013
12169,8874,2013
12170,147172,2013
12173,39797,2013
12175,16139,2013
12176,6471,2013
12180,1106505,2013
12182,317044,2013
12183,57083,2013
12184,231252,2013
12185,60326,2013
12186,286447,2013
12187,18274,2013
12188,347457,2013
12189,433397,2013
12190,17347,2013
12192,35911,2013
12193,61184,2013
12194,5515,2013
12196,114112,2013
12197,42691,2013
12198,269851,2013
12202,115021,2013
12203,960540,2013
12204,253208,2013
12205,780313,2013
12206,221638,2013
12207,20341,2013
12208,559426,2013
12209,221542,2013
12210,185755,2013
12211,730616,2013
12302,884259,2013
12303,862139,2013
12304,418024,2013
12305,62797,2013
12306,706290,2013
12307,56937,2013
12308,252211,2013
12309,1383082,2013
12401,775942,2013
12404,96115,2013
12405,13534,2013
12406,12098,2013
12407,4257,2013
12409,37741,2013
12410,10106,2013
12411,11544,2013
12412,16772,2013
12413,56484,2013
12414,216498,2013
12418,15718,2013
12419,22949,2013
12421,10756,2013
12422,6833,2013
12423,21846,2013
12424,5889,2013
12427,9182,2013
12428,105314,2013
12430,19786,2013
12431,36226,2013
12433,14588,2013
12434,11777,2013
12435,7980,2013
12439,8328,2013
12440,59411,2013
12442,23837,2013
12443,155240,2013
12444,8511,2013
12446,110482,2013
12448,4648,2013
12449,82182,2013
12451,39133,2013
12454,4647,2013
12455,32820,2013
12456,16327,2013
12457,17617,2013
12458,47206,2013
12460,6231,2013
12461,43118,2013
12463,37528,2013
12464,21244,2013
12466,86450,2013
12468,20540,2013
12469,14655,2013
12470,8674,2013
12472,40468,2013
12473,21266,2013
12474,27824,2013
12477,459981,2013
12480,11815,2013
12481,40228,2013
12482,13787,2013
12484,98589,2013
12485,20684,2013
12486,45468,2013
12487,78995,2013
12491,61310,2013
12492,6704,2013
12494,22918,2013
12495,9532,2013
12496,38115,2013
12498,197927,2013
12501,57614,2013
12502,38783,2013
12503,27823,2013
12508,470978,2013
12513,54021,2013
12514,127561,2013
12515,39976,2013
12516,40318,2013
12517,12111,2013
12518,234793,2013
12520,149840,2013
12521,45189,2013
12522,119044,2013
12523,48578,2013
12524,544843,2013
12525,129059,2013
12526,124116,2013
12528,399441,2013
12529,76815,2013
12531,131801,2013
12533,1085644,2013
12534,360634,2013
12538,386542,2013
12540,372177,2013
12542,188303,2013
12543,70744,2013
12545,258703,2013
12546,89326,2013
12547,91540,2013
12548,43507,2013
12549,347710,2013
12550,1270043,2013
12553,736175,2013
12561,490204,2013
12563,248708,2013
12564,294398,2013
12565,31421,2013
12566,294636,2013
12567,92682,2013
12569,361925,2013
12570,293392,2013
12571,315602,2013
12572,531176,2013
12575,85191,2013
12577,72192,2013
12578,90340,2013
12580,142380,2013
12581,86440,2013
12582,183590,2013
12583,61812,2013
12585,32139,2013
12586,347144,2013
12589,401925,2013
12590,1181527,2013
12592,33425,2013
12594,110680,2013
12601,804137,2013
12603,1436482,2013
12701,164014,2013
12719,23825,2013
12720,10946,2013
12721,166639,2013
12723,37559,2013
12725,8180,2013
12726,26532,2013
12729,39030,2013
12732,22502,2013
12733,7899,2013
12734,23251,2013
12737,42502,2013
12738,5522,2013
12740,53010,2013
12741,6739,2013
12742,6994,2013
12743,8321,2013
12746,25322,2013
12747,34616,2013
12748,47968,2013
12750,3645,2013
12751,14108,2013
12752,6947,2013
12754,124593,2013
12758,80555,2013
12759,21112,2013
12760,9361,2013
12762,12797,2013
12763,18842,2013
12764,36183,2013
12765,25966,2013
12766,6695,2013
12768,20277,2013
12770,4782,2013
12771,293856,2013
12775,91273,2013
12776,47810,2013
12777,23908,2013
12779,40653,2013
12780,56896,2013
12783,25800,2013
12786,18707,2013
12787,11174,2013
12788,47331,2013
12789,32781,2013
12790,111895,2013
12791,18890,2013
12792,9672,2013
12801,324155,2013
12803,187139,2013
12804,843328,2013
12808,10592,2013
12809,77796,2013
12810,12640,2013
12814,53673,2013
12815,27720,2013
12816,103121,2013
12817,55298,2013
12819,5251,2013
12821,6565,2013
12822,121682,2013
12823,7331,2013
12824,30748,2013
12827,88515,2013
12828,210109,2013
12831,556415,2013
12832,117699,2013
12833,148722,2013
12834,171956,2013
12835,58434,2013
12836,17381,2013
12837,14472,2013
12838,14425,2013
12839,255956,2013
12842,26655,2013
12843,12461,2013
12844,13361,2013
12845,184885,2013
12846,72557,2013
12847,16651,2013
12849,15676,2013
12850,89898,2013
12851,6039,2013
12852,10423,2013
12853,26635,2013
12855,5056,2013
12857,11811,2013
12859,52423,2013
12860,14343,2013
12861,16136,2013
12863,20463,2013
12865,76544,2013
12866,3149980,2013
12870,36236,2013
12871,103290,2013
12873,19522,2013
12878,11702,2013
12883,102513,2013
12885,89553,2013
12886,5176,2013
12887,91280,2013
12901,700929,2013
12903,46241,2013
12910,31456,2013
12912,43165,2013
12913,24855,2013
12914,13308,2013
12916,35797,2013
12917,24786,2013
12918,59047,2013
12919,71546,2013
12920,47866,2013
12921,65860,2013
12923,9747,2013
12926,35302,2013
12928,41853,2013
12930,10745,2013
12932,29464,2013
12934,16457,2013
12935,30871,2013
12936,16564,2013
12937,23800,2013
12941,29998,2013
12942,21686,2013
12943,12354,2013
12944,78125,2013
12945,16722,2013
12946,184207,2013
12950,13514,2013
12952,12540,2013
12953,223203,2013
12955,6757,2013
12956,19282,2013
12957,26008,2013
12958,38069,2013
12959,25645,2013
12960,22151,2013
12961,5201,2013
12962,145988,2013
12965,7551,2013
12966,47073,2013
12967,18681,2013
12969,7764,2013
12970,6719,2013
12972,174660,2013
12974,26464,2013
12978,8151,2013
12979,58474,2013
12980,22518,2013
12981,55166,2013
12983,187657,2013
12985,19310,2013
12986,130248,2013
12987,6072,2013
12989,22110,2013
12992,103421,2013
12993,43172,2013
12996,44791,2013
12997,25479,2013
12998,7779,2013
13021,941159,2013
13026,38767,2013
13027,1089119,2013
13028,25435,2013
13029,226602,2013
13030,108691,2013
13031,528846,2013
13032,277596,2013
13033,81642,2013
13034,44669,2013
13035,386108,2013
13036,200761,2013
13037,238813,2013
13039,575350,2013
13040,50097,2013
13041,324521,2013
13042,47658,2013
13044,62473,2013
13045,547575,2013
13052,40418,2013
13053,118957,2013
13054,30657,2013
13057,400488,2013
13060,71557,2013
13061,27337,2013
13063,54730,2013
13066,763277,2013
13068,130683,2013
13069,467354,2013
13071,22980,2013
13072,13223,2013
13073,152513,2013
13074,79460,2013
13076,51645,2013
13077,165118,2013
13078,479954,2013
13080,88343,2013
13081,29996,2013
13082,112723,2013
13083,34890,2013
13084,135113,2013
13088,589261,2013
13090,900385,2013
13092,54990,2013
13101,50302,2013
13103,4888,2013
13104,907431,2013
13108,209886,2013
13110,66666,2013
13111,28324,2013
13112,50414,2013
13114,144357,2013
13116,92576,2013
13118,116927,2013
13120,47240,2013
13122,28744,2013
13126,733498,2013
13131,77788,2013
13132,95382,2013
13135,155726,2013
13136,7120,2013
13140,80686,2013
13141,13926,2013
13142,135599,2013
13143,49845,2013
13144,21493,2013
13145,39204,2013
13146,38863,2013
13147,26435,2013
13148,243767,2013
13152,462255,2013
13155,12204,2013
13156,40526,2013
13158,25987,2013
13159,167160,2013
13160,49718,2013
13164,75382,2013
13165,212493,2013
13166,124762,2013
13167,79427,2013
13202,73344,2013
13203,235110,2013
13204,243667,2013
13205,224473,2013
13206,310018,2013
13207,243747,2013
13208,275292,2013
13209,305405,2013
13210,240018,2013
13211,115917,2013
13212,496591,2013
13214,241655,2013
13215,544979,2013
13219,436981,2013
13224,276846,2013
13302,22883,2013
13303,31676,2013
13304,60432,2013
13308,66023,2013
13309,118938,2013
13310,12297,2013
13314,7888,2013
13315,26093,2013
13316,124973,2013
13317,75396,2013
13318,27170,2013
13319,17046,2013
13320,39098,2013
13322,27643,2013
13323,327062,2013
13324,37489,2013
13325,16935,2013
13326,193489,2013
13327,40837,2013
13328,27975,2013
13329,62891,2013
13331,8171,2013
13332,45831,2013
13334,23407,2013
13335,33849,2013
13337,27293,2013
13338,25381,2013
13339,101061,2013
13340,171540,2013
13343,36357,2013
13346,134306,2013
13348,29227,2013
13350,166171,2013
13354,86373,2013
13355,16541,2013
13357,204323,2013
13360,10472,2013
13361,11064,2013
13363,52656,2013
13365,165441,2013
13367,171594,2013
13368,22028,2013
13402,27664,2013
13403,138286,2013
13406,12605,2013
13407,101912,2013
13408,55141,2013
13409,47149,2013
13411,53357,2013
13413,637591,2013
13416,47384,2013
13417,69149,2013
13420,44384,2013
13421,298848,2013
13424,57821,2013
13425,38317,2013
13428,29257,2013
13431,46088,2013
13433,24154,2013
13437,8868,2013
13438,83801,2013
13439,75291,2013
13440,838143,2013
13450,5109,2013
13452,76428,2013
13454,13940,2013
13456,112352,2013
13459,40345,2013
13460,89001,2013
13461,89744,2013
13464,17347,2013
13468,11450,2013
13469,20490,2013
13470,10248,2013
13471,53248,2013
13473,15652,2013
13476,75207,2013
13477,25281,2013
13478,72502,2013
13480,73218,2013
13483,4417,2013
13485,17504,2013
13486,20712,2013
13488,5112,2013
13489,13205,2013
13490,33944,2013
13491,77496,2013
13492,338753,2013
13493,32398,2013
13494,6498,2013
13495,43711,2013
13501,543791,2013
13502,557799,2013
13601,750706,2013
13603,118828,2013
13605,95143,2013
13606,63990,2013
13607,53548,2013
13608,27248,2013
13612,60226,2013
13613,43202,2013
13614,4158,2013
13616,27476,2013
13617,209603,2013
13618,44185,2013
13619,190984,2013
13620,36215,2013
13621,12186,2013
13622,54457,2013
13624,118494,2013
13625,44801,2013
13626,42913,2013
13630,21618,2013
13634,94506,2013
13635,16240,2013
13636,5844,2013
13637,79517,2013
13638,6294,2013
13640,17011,2013
13642,149075,2013
13646,39114,2013
13648,42604,2013
13650,27227,2013
13652,28840,2013
13654,36394,2013
13655,46217,2013
13656,46275,2013
13658,47773,2013
13659,11381,2013
13660,36449,2013
13661,32410,2013
13662,331969,2013
13664,13804,2013
13665,15623,2013
13667,56231,2013
13668,67529,2013
13669,305553,2013
13670,5548,2013
13672,16026,2013
13673,39613,2013
13676,267461,2013
13679,37503,2013
13680,18914,2013
13681,13331,2013
13682,21390,2013
13684,19815,2013
13685,70590,2013
13687,11599,2013
13690,15127,2013
13691,56761,2013
13693,15145,2013
13694,41244,2013
13696,4628,2013
13697,38873,2013
13730,52951,2013
13731,31552,2013
13732,236619,2013
13733,100628,2013
13734,43279,2013
13736,47951,2013
13739,18094,2013
13740,12304,2013
13743,79481,2013
13744,24974,2013
13746,61192,2013
13748,86670,2013
13750,18241,2013
13751,4539,2013
13752,14772,2013
13753,97391,2013
13754,54952,2013
13755,23397,2013
13756,8368,2013
13757,20375,2013
13760,1116296,2013
13775,36590,2013
13776,15002,2013
13777,16798,2013
13778,131843,2013
13780,22086,2013
13782,12984,2013
13783,45409,2013
13786,7949,2013
13787,60719,2013
13788,18936,2013
13790,350672,2013
13795,80183,2013
13796,25935,2013
13797,38412,2013
13801,19550,2013
13802,20342,2013
13803,78914,2013
13804,8501,2013
13806,4315,2013
13807,28035,2013
13808,35176,2013
13809,29503,2013
13810,20436,2013
13811,94835,2013
13812,46387,2013
13813,16891,2013
13815,282724,2013
13820,389909,2013
13825,68947,2013
13827,274410,2013
13830,94110,2013
13832,10138,2013
13833,86616,2013
13835,26551,2013
13838,85547,2013
13839,25329,2013
13841,9256,2013
13842,10028,2013
13843,33019,2013
13844,12859,2013
13846,6492,2013
13849,93006,2013
13850,724189,2013
13856,113768,2013
13861,15526,2013
13862,82191,2013
13863,7099,2013
13864,20614,2013
13865,126190,2013
13901,420419,2013
13903,445443,2013
13904,183979,2013
13905,498716,2013
14001,255732,2013
14004,292492,2013
14005,42402,2013
14006,229556,2013
14008,33654,2013
14009,119745,2013
14011,140932,2013
14012,49767,2013
14013,29866,2013
14020,454944,2013
14024,32568,2013
14025,99284,2013
14026,20192,2013
14028,42484,2013
14030,33025,2013
14031,589304,2013
14032,412713,2013
14033,83647,2013
14034,39969,2013
14036,119674,2013
14037,31990,2013
14040,56331,2013
14041,3601,2013
14042,67198,2013
14043,603401,2013
14047,176893,2013
14048,249005,2013
14051,1078095,2013
14052,753511,2013
14054,30682,2013
14055,36512,2013
14057,247380,2013
14058,54161,2013
14059,356022,2013
14060,7174,2013
14062,71056,2013
14063,269941,2013
14065,31815,2013
14066,22068,2013
14067,116674,2013
14068,296223,2013
14069,25978,2013
14070,97135,2013
14072,776850,2013
14075,1371342,2013
14080,120611,2013
14081,55084,2013
14082,11362,2013
14085,264580,2013
14086,1091542,2013
14091,25656,2013
14092,411573,2013
14094,1223206,2013
14098,59362,2013
14101,32625,2013
14102,39457,2013
14103,206877,2013
14105,100398,2013
14108,133754,2013
14111,75447,2013
14113,18961,2013
14120,1208028,2013
14125,80389,2013
14127,1508082,2013
14129,25934,2013
14131,137133,2013
14132,148354,2013
14134,6761,2013
14136,101782,2013
14138,35014,2013
14139,70679,2013
14141,191639,2013
14143,34458,2013
14145,38093,2013
14150,993188,2013
14167,39036,2013
14170,80647,2013
14171,43672,2013
14172,87000,2013
14174,212043,2013
14201,163449,2013
14202,273126,2013
14203,39851,2013
14204,90886,2013
14206,307089,2013
14207,241264,2013
14208,99360,2013
14209,233799,2013
14210,197787,2013
14211,209384,2013
14212,112904,2013
14213,235592,2013
14214,371775,2013
14215,493727,2013
14216,636533,2013
14217,570413,2013
14218,319257,2013
14219,259906,2013
14220,485045,2013
14221,2385456,2013
14222,443200,2013
14223,624819,2013
14224,1137990,2013
14225,715228,2013
14226,1036167,2013
14227,554415,2013
14228,544043,2013
14301,137057,2013
14303,66189,2013
14304,663877,2013
14305,264741,2013
14411,229108,2013
14414,184496,2013
14416,93476,2013
14418,27806,2013
14420,403079,2013
14422,57876,2013
14423,118648,2013
14424,831225,2013
14425,311404,2013
14427,42579,2013
14428,260964,2013
14432,125385,2013
14433,81946,2013
14435,87183,2013
14437,194392,2013
14441,6992,2013
14445,171625,2013
14450,1784559,2013
14454,192110,2013
14456,409825,2013
14462,14861,2013
14464,162737,2013
14466,41277,2013
14467,258517,2013
14468,543094,2013
14469,156221,2013
14470,166339,2013
14471,72324,2013
14472,424194,2013
14475,12272,2013
14476,52059,2013
14477,37288,2013
14478,27443,2013
14480,20559,2013
14481,44232,2013
14482,208313,2013
14485,102033,2013
14486,8542,2013
14487,169283,2013
14489,132635,2013
14502,304529,2013
14504,32475,2013
14505,122054,2013
14506,69404,2013
14507,31132,2013
14510,90259,2013
14512,117848,2013
14513,269089,2013
14514,164415,2013
14516,50765,2013
14517,57912,2013
14519,350642,2013
14521,56555,2013
14522,213410,2013
14525,65057,2013
14526,838861,2013
14527,274678,2013
14530,115840,2013
14532,104107,2013
14533,35312,2013
14534,2271482,2013
14536,12106,2013
14541,52132,2013
14543,117706,2013
14544,54588,2013
14546,141453,2013
14548,87101,2013
14550,32673,2013
14551,105392,2013
14555,27544,2013
14559,563611,2013
14560,50677,2013
14561,62559,2013
14564,792811,2013
14568,171976,2013
14569,136571,2013
14571,29007,2013
14572,96819,2013
14580,1866237,2013
14585,6458,2013
14586,298891,2013
14589,191480,2013
14590,99353,2013
14591,36996,2013
14604,56503,2013
14605,80567,2013
14606,473934,2013
14607,365071,2013
14608,121798,2013
14609,734226,2013
14610,735824,2013
14611,153818,2013
14612,961410,2013
14613,148029,2013
14614,17041,2013
14615,278360,2013
14616,611909,2013
14617,706442,2013
14618,1097087,2013
14619,214670,2013
14620,479637,2013
14621,292532,2013
14622,323150,2013
14623,397123,2013
14624,1016158,2013
14625,419166,2013
14626,865833,2013
14701,646437,2013
14706,162081,2013
14709,28765,2013
14710,77302,2013
14711,29120,2013
14712,107083,2013
14714,6497,2013
14715,44795,2013
14716,36213,2013
14717,11861,2013
14718,41210,2013
14719,58958,2013
14723,22674,2013
14724,42445,2013
14726,14436,2013
14727,110445,2013
14728,23711,2013
14729,18022,2013
14731,48494,2013
14733,67567,2013
14735,40819,2013
14736,11010,2013
14737,68996,2013
14738,71058,2013
14739,39751,2013
14740,22152,2013
14741,40334,2013
14743,35131,2013
14744,20173,2013
14747,37612,2013
14748,10923,2013
14750,146980,2013
14753,19799,2013
14754,10979,2013
14755,51561,2013
14757,68235,2013
14760,381042,2013
14767,28473,2013
14769,15183,2013
14770,60030,2013
14772,71683,2013
14775,41838,2013
14777,11962,2013
14779,103983,2013
14781,35033,2013
14782,39325,2013
14784,16111,2013
14787,102194,2013
14801,92608,2013
14802,19295,2013
14803,25748,2013
14804,30857,2013
14805,25290,2013
14806,45437,2013
14807,63313,2013
14808,9740,2013
14809,44443,2013
14810,215559,2013
14812,67582,2013
14813,43508,2013
14814,69826,2013
14815,18667,2013
14816,15238,2013
14817,63323,2013
14818,48957,2013
14819,9533,2013
14820,11610,2013
14821,71118,2013
14822,20000,2013
14823,70890,2013
